	full name	simple name	stigmatizing
1605	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\% of Knudson predicted: FEF25-75% inc race corr\	% of Knudson predicted: FEF25-75% inc race corr	n
1606	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\% of Knudson predicted: FEF50% inc race corr\	% of Knudson predicted: FEF50% inc race corr	n
1607	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\% of Knudson predicted: FEF75% inc race corr\	% of Knudson predicted: FEF75% inc race corr	n
1608	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\% of Knudson predicted: FEV1 inc race corr\	% of Knudson predicted: FEV1 inc race corr	n
1609	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\% of Knudson predicted: FVC inc race corr\	% of Knudson predicted: FVC inc race corr	n
1610	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\% of Knudson predicted: PEF inc race corr\	% of Knudson predicted: PEF inc race corr	n
1611	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\50 how often fall asleep at work or school?\	50 how often fall asleep at work or school?	y
1612	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\73 Progesterone in last 3 days (L)\	73 Progesterone in last 3 days (L)	y
1613	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\73 Progesterone in last yr (L)\	73 Progesterone in last yr (L)	y
1614	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\73 Stimulants in last 3 days (L)\	73 Stimulants in last 3 days (L)	y
1615	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\73 Stimulants in last yr (L)\	73 Stimulants in last yr (L)	y
1616	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\76 Ever use - Other Estrogen\	76 Ever use - Other Estrogen	y
1617	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\76 Ever use - Other Progesterone\	76 Ever use - Other Progesterone	y
1618	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\76 Ever use - Vaginal\	76 Ever use - Vaginal	y
1619	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\76 Ever use - patch estrogen\	76 Ever use - patch estrogen	y
1620	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\76 Ever use - specify progesterone\	76 Ever use - specify progesterone	y
1621	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\76 Ever use - vaginal estrogen\	76 Ever use - vaginal estrogen	y
1622	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\77 Mom diagnosed - Depression\	77 Mom diagnosed - Depression	y
1623	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\81 Any siblings with Depression\	81 Any siblings with Depression	y
1624	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\81 How many brothers with Depression\	81 How many brothers with Depression	y
1625	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\81 How many sisters with Depression\	81 How many sisters with Depression	y
1626	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\82 Any kids have Depression\	82 Any kids have Depression	y
1627	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\82 Number of daughters with Depression\	82 Number of daughters with Depression	y
1628	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\82 Number of sons with Depression\	82 Number of sons with Depression	y
1629	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\95 Age Diagnosed - Anxiety\	95 Age Diagnosed - Anxiety	y
1630	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\95 Anxiety\	95 Anxiety	y
1631	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Age when depression noted (A)\	Age when depression noted (A)	y
1632	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\CHQ-PF50 Mental Health (0-100)\	CHQ-PF50 Mental Health (0-100)	y
1633	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\CHQ-PF50 Psychosocial Summary Score\	CHQ-PF50 Psychosocial Summary Score	y
1634	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\CHQ-PF50 raw - mental health\	CHQ-PF50 raw - mental health	y
1635	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\CHQ-PF50 single item Behavior\	CHQ-PF50 single item Behavior	n
1636	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\CHQ-PF50 single item family cohesion\	CHQ-PF50 single item family cohesion	n
1637	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\CHQ-PF50 single item global behavior\	CHQ-PF50 single item global behavior	n
1638	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Cyprus: Extracellular mass (% of wt)\	Cyprus: Extracellular mass (% of wt)	n
1639	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Cyprus: Extracellular mass\	Cyprus: Extracellular mass	n
1640	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Cyprus: Extracellular water (% of wt)\	Cyprus: Extracellular water (% of wt)	n
1641	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Cyprus: Extracellular water (liters)\	Cyprus: Extracellular water (liters)	n
1642	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Cyprus: Intracellular water (% of wt)\	Cyprus: Intracellular water (% of wt)	n
1643	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Cyprus: Intracellular water (liters)\	Cyprus: Intracellular water (liters)	n
1644	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Days from visit date - Diagnosed Anxiety\	Days from visit date - Diagnosed Anxiety	y
1645	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Days from visit date - Diagnosed Depression\	Days from visit date - Diagnosed Depression	y
1646	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Depression (A)\	Depression (A)	y
1647	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Depression diagnosed by doctor (A)\	Depression diagnosed by doctor (A)	y
1648	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Depression still present (A)\	Depression still present (A)	y
1649	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Difficulty w/ school w/ attention\	Difficulty w/ school w/ attention	y
1650	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Difficulty w/ school work\	Difficulty w/ school work	y
1651	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Ever take progesterone/hormones etc (A)\	Ever take progesterone/hormones etc (A)	y
1652	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\FOSQ Sexual Activity\	FOSQ Sexual Activity	y
1653	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\FOSQ: Ability for orgasm affected\	FOSQ: Ability for orgasm affected	y
1654	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\FOSQ: Sexual ability affected\	FOSQ: Sexual ability affected	y
1655	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\FOSQ: Sexual relationship affected\	FOSQ: Sexual relationship affected	y
1656	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Fall asleep while at school (C)\	Fall asleep while at school (C)	y
1657	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Falls asleep at work/school (Bed Partner)\	Falls asleep at work/school (Bed Partner)	y
1658	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Has sister(s) with sides or maids (C)\	Has sister(s) with sides or maids (C)	n
1659	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Highest level of schooling (A)\	Highest level of schooling (A)	y
1660	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\In barcode master dataset\	In barcode master dataset	n
1661	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Marital status\	Marital status	y
1662	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Meds: Anit-depressant or anti-anxiety medications\	Meds: Anit-depressant or anti-anxiety medications	y
1663	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Meds: Anti-psychotic medicines (Serex, Lithium, Sericol)\	Meds: Anti-psychotic medicines (Serex, Lithium, Sericol)	y
1664	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Meds: Estrace\	Meds: Estrace	y
1665	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\PreSleep: Stimulants today?\	PreSleep: Stimulants today?	y
1666	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Race - Asian (0=no,1=yes)\	Race - Asian (0=no,1=yes)	n
1667	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Race - Black (0=no,1=yes)\	Race - Black (0=no,1=yes)	n
1668	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Race - Caucasian (0=no,1=yes)\	Race - Caucasian (0=no,1=yes)	n
1669	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Race - Hawaiian or Pacific Islander (0=no,1=yes)\	Race - Hawaiian or Pacific Islander (0=no,1=yes)	n
1670	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Race - Native American (0=no,1=yes)\	Race - Native American (0=no,1=yes)	n
1671	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\SF-36 MENTAL HEALTH INDEX (0-100)\	SF-36 MENTAL HEALTH INDEX (0-100)	y
1672	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\SF-36 Mental Health Index (0-100) (mh)\	SF-36 Mental Health Index (0-100) (mh)	y
1673	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\SF-36 RAW MENTAL HEALTH INDEX\	SF-36 RAW MENTAL HEALTH INDEX	y
1674	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\SF-36 STANDARDIZED MENTAL COMPONENT SCALE-00\	SF-36 STANDARDIZED MENTAL COMPONENT SCALE-00	y
1675	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\SF-36 raw - Mental Health Index (raw -mh)\	SF-36 raw - Mental Health Index (raw -mh)	y
1676	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Still take progesterone/hormones etc (A)\	Still take progesterone/hormones etc (A)	y
1677	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Subject's Ethnicity\	Subject's Ethnicity	n
1678	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Subject's Race description\	Subject's Race description	n
1679	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Subject's Race\	Subject's Race	n
1680	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Took stimulants on day of study (AC)\	Took stimulants on day of study (AC)	y
1681	\NHLBI Cleveland Family Study (CFS) Candidate Gene Association Resource (CARe) ( phs000284 )\CARe_CFS (Cleveland Family Study) - Sleep and Health Phenotype (Adults/Children)\Use other street drugs (C)\	Use other street drugs (C)	y
1682	\NHLBI GO-ESP: Lung Cohorts Exome Sequencing Project (Asthma): Genetic variants affecting susceptibility and severity ( phs000422 )\Race of participant\	Race of participant	n
1683	\NHLBI TOPMed - NHGRI CCDG: The Vanderbilt AF Ablation Registry ( phs000997 )\Ethnicity of participant\	Ethnicity of participant	n
1684	\NHLBI TOPMed: African American Sarcoidosis Genetics Resource ( phs001207 )\Race of participant\	Race of participant	n
1685	\NHLBI TOPMed: Boston Early-Onset COPD Study ( phs000946 )\Subject ID, subject age, gender, race, height, weight, BMI, age at sample collection, pregnancy, number of cigarettes per day, current or former smoker, and packs of cigarettes smoked per day multiplied by years of participants with early onset COPD and their pedigree and involved in the 'Boston Early-Onset COPD Study in the National Heart, Lung, and Blood Institute (NHLBI) Trans-Omics for Precision Medicine (TOPMed) Program' project.\Race of participant\	Race of participant	n
1686	\NHLBI TOPMed: Cleveland Clinic Atrial Fibrillation (CCAF) Study ( phs001189 )\Ethnicity of participant\	Ethnicity of participant	n
1687	\NHLBI TOPMed: Cleveland Clinic Atrial Fibrillation (CCAF) Study ( phs001189 )\Race of participant\	Race of participant	n
1688	\NHLBI TOPMed: Diabetes Heart Study (DHS) African American Coronary Artery Calcification (AA CAC) ( phs001412 )\Race\	Race	n
1689	\NHLBI TOPMed: Genetic Epidemiology Network of Salt Sensitivity (GenSalt) ( phs001217 )\Race of participant\	Race of participant	n
1690	\NHLBI TOPMed: Genetic Study of Atherosclerosis Risk (GeneSTAR) ( phs001218 )\This subject phenotypes data table includes study visit, anthropometric measurements (n=4 variables; height, BMI, waist, and hip), blood pressure (n=6 variables; systolic, diastolic, and ankle-brachial), medications (n=4 variables; blood pressure, hypertension, diabetes, and lipid), blood measurements (n=99 variables; cholesterol, blood factors, rbc, wbc, whole blood, platelet rich plasma, aggregation for epinephrine or ADP, inflammatory markers), urinary creatinine, menstruation and menopause status (n=3 variables), CT measurements (n=2 variables), food intake, carbon monoxide exposure, and smoking status (n=7 variables).\Race of participant\	Race of participant	n
1691	\NHLBI TOPMed: HyperGEN - Genetics of Left Ventricular (LV) Hypertrophy ( phs001293 )\This subject phenotypes data table includes age, sex, race, education, field center and lab ID, medical history (n=13 variables; menopause, pregnancy, preeclampsia, hormone medication, heart attack, heart bypass, and stroke), hypertension status (n=2 variables), diabetes status, anthropometric measures (n=15 variables; waist, hip, triceps, subscapularis, elbow, weight, height, BMI, percent body fat), blood pressure and pulse (n=33 variables; systolic, diastolic, sitting, standing, mean arterial pressure), echocardiographic measurements (n=12 variables), blood and urine measurements (n=34 variables), medications (n=12 variables), alcohol use (n=11 variables), and smoking status (n=4 variables).\Highest grade.education level completed\	Highest grade.education level completed	y
1692	\NHLBI TOPMed: Novel Risk Factors for the Development of Atrial Fibrillation in Women ( phs001040 )\Race of participant\	Race of participant	n
1693	\NHLBI TOPMed: Partners HealthCare Biobank ( phs001024 )\Ethnicity of participant\	Ethnicity of participant	n
1694	\NHLBI TOPMed: Partners HealthCare Biobank ( phs001024 )\Race of participant\	Race of participant	n
1695	\NHLBI TOPMed: San Antonio Family Heart Study (SAFHS) ( phs001215 )\Ethnicity\	Ethnicity	n
1696	\NHLBI TOPMed: San Antonio Family Heart Study (SAFHS) ( phs001215 )\Study identified sex\	Study identified sex	n
1697	\NHLBI TOPMed: Study of African Americans, Asthma, Genes and Environment (SAGE) Study ( phs000921 )\Ethnicity of participant\	Ethnicity of participant	n
1698	\NHLBI TOPMed: The Genetic Epidemiology of Asthma in Costa Rica ( phs000988 )\Race of participant\	Race of participant	n
1699	\NHLBI TOPMed: The Vanderbilt Atrial Fibrillation Registry (VU_AF) ( phs001032 )\Ethnicity of participant\	Ethnicity of participant	n
1700	\NHLBI TOPMed: The Vanderbilt Atrial Fibrillation Registry (VU_AF) ( phs001032 )\Race of participant\	Race of participant	n
1701	\NHLBI TOPMed: Whole Genome Sequencing of Venous Thromboembolism (WGS of VTE) ( phs001402 )\Race - american indian/ alaska native\	Race - american indian/ alaska native	n
1702	\NHLBI TOPMed: Whole Genome Sequencing of Venous Thromboembolism (WGS of VTE) ( phs001402 )\Race - asian\	Race - asian	n
1703	\NHLBI TOPMed: Whole Genome Sequencing of Venous Thromboembolism (WGS of VTE) ( phs001402 )\Race - black or african american\	Race - black or african american	n
1704	\NHLBI TOPMed: Whole Genome Sequencing of Venous Thromboembolism (WGS of VTE) ( phs001402 )\Race - other\	Race - other	n
1705	\NHLBI TOPMed: Whole Genome Sequencing of Venous Thromboembolism (WGS of VTE) ( phs001402 )\Race - white\	Race - white	n
1706	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Estrogen pills - dosage\	Estrogen pills - dosage	y
1707	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Estrogen pills used longest\	Estrogen pills used longest	y
1708	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Estrogen skin patch - dosage\	Estrogen skin patch - dosage	y
1709	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Estrogen skin patch - times changed per week\	Estrogen skin patch - times changed per week	y
1710	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Estrogen use last 2 years\	Estrogen use last 2 years	y
1711	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Estrogen vaginal cream or suppository - how many months\	Estrogen vaginal cream or suppository - how many months	y
1712	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Hormone use last 2 years (estrogen or progesterone)\	Hormone use last 2 years (estrogen or progesterone)	y
1713	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Lost weight due to depression\	Lost weight due to depression	y
1714	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Marital status\	Marital status	y
1715	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Progesterone - dosage\	Progesterone - dosage	y
1716	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Progesterone use last 2 years\	Progesterone use last 2 years	y
1717	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen Skin patch - what type\	Used Estrogen Skin patch - what type	y
1718	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen and Progestin - how many months\	Used Estrogen and Progestin - how many months	y
1719	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen and Progestin pills\	Used Estrogen and Progestin pills	y
1720	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen and Testosterone - what type\	Used Estrogen and Testosterone - what type	y
1721	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen and Testosterone pills - how many months\	Used Estrogen and Testosterone pills - how many months	y
1722	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen and Testosterone pills\	Used Estrogen and Testosterone pills	y
1723	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen pills - average number of days\	Used Estrogen pills - average number of days	y
1724	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen pills - how many months\	Used Estrogen pills - how many months	y
1725	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen pills\	Used Estrogen pills	y
1726	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen shots - how many months\	Used Estrogen shots - how many months	y
